Course,Currency_Time,Prequisite_1_grade,Currency,Faculty,Course_Lang,Website,Int_Description,City,Int_Fees,Offline,Course_Level,Local_Fees,Study_Mode,Availability,Country,Duration_Time,Full_Time,Prerequisite_1,Duration,University,Level_Code,Career_Outcomes,Description,Online,Part_Time
Graduate Certificate in Mission and Culture,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Melbourne,16000.00,Yes,Graduate,9064 ,1,D,Australia,Months,Yes,have completed a Bachelor of Nursing degree AND,6.0,Australian Catholic University,PG,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",No,Yes
Graduate Certificate in Mission and Culture,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",New South Wales,16000.00,Yes,Graduate,9064 ,1,D,Australia,Months,Yes,have completed a Bachelor of Nursing degree AND,6.0,Australian Catholic University,PG,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",No,Yes
Graduate Certificate in Mission and Culture,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",North Sydney,16000.00,Yes,Graduate,9064 ,1,D,Australia,Months,Yes,have completed a Bachelor of Nursing degree AND,6.0,Australian Catholic University,PG,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",No,Yes
Graduate Certificate in Philosophy (Healthcare Ethics),Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_philosophy_healthcare_ethics,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Blacktown,16000.00,Yes,Graduate,9064 ,1,D,Australia,Years,Yes,"a graduate with up to three years' professional experience in business or health care (eg doctors, nurse managers, nurses, mission directors, health care administrators, psychologists, counsellors, social workers, members of ethics committees)",2.0,Australian Catholic University,PG,"professional and semi-professional sporting organisations; international high performance sport organisations; National Institutes (of sport) Network; government and non-government funded sporting programs (e.g. University, Secondary school and other sporting clubs); sport and health based research.","The Graduate Certificate in Philosophy (Healthcare Ethics) will introduce students to a range of ethical issues touching directly on the provision of healthcare services. It is designed for people with leadership and educational roles in health and aged care. More specifically, the Graduate Certificate in Philosophy (Healthcare Ethics) will:",No,Yes
Graduate Certificate in Public Health,Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_public_health,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Melbourne,16000.00,Yes,Graduate,10136 ,1,D,Australia,Years,Yes,"a graduate with up to three years' professional experience in business or health care (eg doctors, nurse managers, nurses, mission directors, health care administrators, psychologists, counsellors, social workers, members of ethics committees)",6.0,Australian Catholic University,PG,"A wide range of career opportunities are available to graduates of Public Health programs in Australia. According to a recent public health workforce study, these opportunities are typically within the public or not-for-profit sector; however, one-quarter of postgraduate public health graduates are employed in the private sector.","ACU’s Graduate Certificate in Public Health equips graduates with knowledge, understanding and skills in public health to improve population health and well-being. The course prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective. On successful completion of the course, graduates should be able to demonstrate knowledge of major public health issues, approaches, principles and policy; analyse and utilise best available evidence to support public health action; and demonstrate skills needed to critique and implement particular types of public health interventions. In order to complete the Graduate Certificate in Public Health, students must successfully complete 40 credit points (cp) of specified public health units. Articulation from this course into the Graduate Diploma in Public Health or the Master of Public Health is available.",No,Yes
Graduate Certificate in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_rehabilitation,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Brisbane,16000.00,Yes,Graduate,12012 ,1,D,Australia,Year,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","Rehabilitation is a growing area of need not only in Australia but worldwide due to the ageing population and increasing prevalence of chronic disease. The demand for a workforce supporting older adults and those requiring rehabilitation and restorative care, is similarly expected to increase along with the need for health care professionals with postgraduate qualifications. ACU understands the importance of working with the health care industry and has developed this revised program in consultation with industry partners. The Graduate Certificate in Rehabilitation is the initial program nested within the Master of Rehabilitation. The Graduate Certificate has been purposefully developed to provide evidence-based studies for registered health professionals who are seeking to extend knowledge and skills in the provision of rehabilitation or restorative care, for promotion and professional recognition, or their return to the workforce. The Graduate Certificate in Rehabilitation prepares clinicians to be an enhanced evidence-based clinician within an interprofessional team.  The course has four units, two units focussing on enhancing rehabilitation knowledge and skills within an interprofessional team and two elective units enabling practitioners/clinicians to customise their learning to their relevant context and learning needs. Graduates should be able to:",No,Yes
Graduate Certificate in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_rehabilitation,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Melbourne,16000.00,Yes,Graduate,12012 ,1,D,Australia,Year,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","Rehabilitation is a growing area of need not only in Australia but worldwide due to the ageing population and increasing prevalence of chronic disease. The demand for a workforce supporting older adults and those requiring rehabilitation and restorative care, is similarly expected to increase along with the need for health care professionals with postgraduate qualifications. ACU understands the importance of working with the health care industry and has developed this revised program in consultation with industry partners. The Graduate Certificate in Rehabilitation is the initial program nested within the Master of Rehabilitation. The Graduate Certificate has been purposefully developed to provide evidence-based studies for registered health professionals who are seeking to extend knowledge and skills in the provision of rehabilitation or restorative care, for promotion and professional recognition, or their return to the workforce. The Graduate Certificate in Rehabilitation prepares clinicians to be an enhanced evidence-based clinician within an interprofessional team.  The course has four units, two units focussing on enhancing rehabilitation knowledge and skills within an interprofessional team and two elective units enabling practitioners/clinicians to customise their learning to their relevant context and learning needs. Graduates should be able to:",No,Yes
Graduate Certificate in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_rehabilitation,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",North Sydney,16000.00,Yes,Graduate,12012 ,1,D,Australia,Year,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","Rehabilitation is a growing area of need not only in Australia but worldwide due to the ageing population and increasing prevalence of chronic disease. The demand for a workforce supporting older adults and those requiring rehabilitation and restorative care, is similarly expected to increase along with the need for health care professionals with postgraduate qualifications. ACU understands the importance of working with the health care industry and has developed this revised program in consultation with industry partners. The Graduate Certificate in Rehabilitation is the initial program nested within the Master of Rehabilitation. The Graduate Certificate has been purposefully developed to provide evidence-based studies for registered health professionals who are seeking to extend knowledge and skills in the provision of rehabilitation or restorative care, for promotion and professional recognition, or their return to the workforce. The Graduate Certificate in Rehabilitation prepares clinicians to be an enhanced evidence-based clinician within an interprofessional team.  The course has four units, two units focussing on enhancing rehabilitation knowledge and skills within an interprofessional team and two elective units enabling practitioners/clinicians to customise their learning to their relevant context and learning needs. Graduates should be able to:",No,Yes
Graduate Certificate in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Ballarat,16000.00,Yes,Graduate,9064 ,2,D,Australia,Months,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",6.0,Australian Catholic University,PG,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",Yes,Yes
Graduate Certificate in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Brisbane,16000.00,Yes,Graduate,9064 ,2,D,Australia,Months,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",6.0,Australian Catholic University,PG,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",Yes,Yes
Graduate Certificate in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Canberra,16000.00,Yes,Graduate,9064 ,2,D,Australia,Months,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",6.0,Australian Catholic University,PG,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",Yes,Yes
Graduate Certificate in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",Melbourne,16000.00,Yes,Graduate,9064 ,2,D,Australia,Months,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",6.0,Australian Catholic University,PG,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",Yes,Yes
Graduate Certificate in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",New South Wales,16000.00,Yes,Graduate,9064 ,2,D,Australia,Months,Yes,"Have completed either: a Bachelor Degree from an accredited 3 year program in a Health Discipline or equivalent to enter the non-specialty pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scalea Bachelor Degree from an accredited 4 year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4..6 on the ACU 7 point scale",6.0,Australian Catholic University,PG,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",Yes,Yes
Graduate Diploma in Financial Planning,Year,,AUD,Business & Commerce & Finance & Accounting,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_financial_planning,The Graduate Diploma in Financial Planning allows you to specialise in the area of personal financial planning.You will be able to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability. The program embraces the importance of ethical and sustainable decision making. The course is also offered fully online through Open Universities Australia.The Graduate Diploma in Financial Planning articulates into the Master of Finance.This is a one year full-time (or part-time equivalent) course.,North Sydney,32000.00,Yes,Graduate,28000 ,1,A,Australia,Year,Yes,Bachelor degree in any discipline,1.0,Australian Catholic University,PG,Financial Advisor/Planner Wealth Manager Investment consultant,The Graduate Diploma in Financial Planning allows you to specialise in the area of personal financial planning. You will be able to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability. The program embraces the importance of ethical and sustainable decision making. The course is also offered fully online through Open Universities Australia. The Graduate Diploma in Financial Planning articulates into the Master of Finance. This is a one year full-time (or part-time equivalent) course.,No,Yes
Graduate Diploma in Health Administration,Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_health_administration,The Graduate Diploma in Health Administration offers students the opportunity to build on their administrative or management foundations by evaluating current approaches to policy development and implementation in health care delivery.The structure of this course allows students to select a project stream or a research stream relevant to health administration.,North Sydney,24104.00,Yes,Graduate,20004 ,2,A,Australia,Year,Yes,Bachelor degree in any discipline,1.0,Australian Catholic University,PG,"The health professionals who graduate from this course will have the skills needed to work in a variety of roles, such as health administrators and managers in a variety of hospital and community settings.",The Graduate Diploma in Health Administration offers students the opportunity to build on their administrative or management foundations by evaluating current approaches to policy development and implementation in health care delivery. The structure of this course allows students to select a project stream or a research stream relevant to health administration.,Yes,Yes
Graduate Diploma in Mental Health Nursing,Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_psychology,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology.The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology.In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",Melbourne,24104.00,Yes,Graduate,22592 ,1,A,Australia,Year,Yes,an accredited three year sequence in psychology,1.0,Australian Catholic University,PG,The Graduate Diploma in Psychology is currently recognised by the Australian Psychology Accreditation Council as an accredited fourth-year program in Psychology. Students who complete the program will be eligible for provisional registration as a psychologist and associate membership with the Australian Psychological Society.,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology. The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology. In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",No,Yes
Graduate Diploma in Mental Health Nursing,Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_psychology,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology.The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology.In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",New South Wales,24104.00,Yes,Graduate,22592 ,1,A,Australia,Year,Yes,an accredited three year sequence in psychology,1.0,Australian Catholic University,PG,The Graduate Diploma in Psychology is currently recognised by the Australian Psychology Accreditation Council as an accredited fourth-year program in Psychology. Students who complete the program will be eligible for provisional registration as a psychologist and associate membership with the Australian Psychological Society.,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology. The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology. In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",No,Yes
